@relation D__weibo_category9_hasNISegment

@attribute text string
@attribute @@class@@ {体育,军事,历史,时事,汽车,电影,科技,综艺娱乐,美食}

@data
' 蔡英文 真 在乎 台湾 民意 台北 晩 餐 逛 旅馆 康 美 便利 店 诺 店堂 里 顾客 静 针 掉 听到 年轻 店 长 迎 热情 问 介绍 急切 问 指 整齐 货架 十一 黄金',时事
' 周末 赏 烈马 無 敵 波 原 创 尚蒂伊 优雅 竞比赛 尚蒂伊 优雅 竞比赛 级别 法拉利 致敬 托德 级别 部 法拉利 F1 环 法 汽汽车 拉力比赛 级别 自然 少不了 TDF 致敬 POZZI 比赛汽车 队 级别 清一色 法拉利 前 置 引擎 F1 级别 两 部 法拉利 比赛汽车 比赛',汽车
' 吴亦凡 影 帝 喜欢',电影
' 周末 篇 文章 分享 经历 旅程 妄 评价 人生 方式 名 妓女 羞愧',科技
' 天 见到 陈 怼 长 李易峰 想 麻雀 李易峰 飞过 迷茫 冲破 黑暗 数据仰 战 峰 记 李易峰 资源 博 秒 拍 视频',综艺娱乐
' 吃 货 厨房 想到 百香果 做 桌 大餐 微 涨姿势 微 涨姿势 秒 拍 视频 秒 拍 录制',美食
' 科 TED 演讲 中 字 完整 版 意志 力量 夏天 中国 行 期间 科比 上海 次 演讲 主题 曼巴 精神 意志 力量 岁 砍 凌晨 4点 训练 偏执 不懈 追求 激励 分钟 励志 视频 不容错过 视频 科 TED 演讲 中 字 完整 版 意志 力量',体育
' 超级 军事 周 旧 文 重 写 发布 头 条 文章 现实 中 野 鹅 敢死队 疯子 麦克 雇佣 兵 现实 中 野 鹅 敢死队 疯子 麦克 雇佣',军事
' 扶桑 漫谈 第十一 期 路上 正式 线 第一 篇 作者 東山鹿溪 回 十五 世纪 马 泡 温泉 回到 室 町 时代 马 温泉 日本 特别 喜好 温泉 国家 五百 年 前 温泉 旅行 样子 本期 内容 值得 期待 敬请 关注 扶桑 漫谈 回 十五 世纪 马 泡 温泉',历史
' 强台风 莎 莉 嘉 南海 君 教 防 台风 招 关键 时刻 救人 台风 莎莉嘉 来势汹汹 号 登陆 尚 预 知 带来 严重性 台风 威力 想起 胆战心惊 家 外出 做 防患于未然 务必 亲友 家 防备 知识 关键 时刻 救人',时事
' 兰 博 基 尼 Huracan Superleggera 测试 ing 现场 摄影师 计时 纽 北 时间 低于 分钟 大关',汽车
' 风韵犹存 女 列汽车员 岁 少年 畸形 恋 朗 读者 豆瓣 评分 高 达 忠于 原著 批评 本片 读书 洗澡 羞 羞 表达 原作 内涵 PS 不错 片子 抵抗 肉体 钻研 完 沉思 资源',电影
' 入迷',科技
' 家 孩子 莫大 舅舅 秒 拍 作品 莫大 kuwoa 秒 拍 视频 秒 拍 录制',综艺娱乐
' 做饭 男人 迷人 理由 同意',美食
' 利物浦 曼 联 英 超 联比赛 馃 搷 安菲尔 德 球场 馃 棑 周二 鈴 北京 时间 凌晨 3点 曼联 加油',体育
' 超级 军事 周 美军 训练 乌干达 军队 黑 小伙 枪声 配音 强 势',军事
' 宣传 见证 红 二十五 军 长征 史 宣传 见证 红 二十五 军 长征 史',历史
' 立言 留 住 爱 保住 钱 离婚 负债 成 现象 婚姻法 司法 解释 条 债权人 婚姻 关系 存 续 期间 夫妻 名义 负 债务 权利 夫妻 债务 导致 离异 夫妻 知情 情况 背 债务 改正 现象 现行 无限 责任 婚姻 合约 架构 做',时事
' 涨姿势 世界 豪 汽车 汽车 标的 意义',汽车
' 高 口碑 恐怖 新片 屏住呼吸 中 字 熟 肉 名 青少年 穷途 末路 生存 夜里 土豪 盲人 家 行 窥 原 轻松 全身 退 万万 想到 意外 闯入 厄 夜 噤 年度 最佳 惊 悚 片 反 转 虐杀 超 棒 卫 报 评价 冷场 大师级 作品 豆瓣 分 线 口碑 恐怖 新片 屏住呼吸 don breathe',电影
' 扎克伯格 本月 发布 AI 管家 钢武器侠 配音 人工智能 正 处于 风口 之下 Facebook CEO 马克 扎克伯格 推出 款 人工智能 AI 管家 日前 钢武器侠 扮演者 罗伯特 唐尼 AI 管家 配音 罗伯特唐尼 Facebook 扎 评论 乐意 做 事 付给 报酬',科技
' 芒果捞 星 闻 爸爸 董力 董大力 专访 实习 爸爸 董 变 身 金 句 王 赞 阿拉蕾 可爱 爸爸 董 力 专访 实习 爸爸 董 变 身 金 董 拔 拔 真 hin 耿直',综艺娱乐
' 雪糕 界 霸主 吃 货',美食
' 支持 Niang 进球 举起 蒙托利沃 球衣 希望 队长 早日 回归 球场',体育
' 沙特 识破导 国 军队 承认 误发射 也做法 葬礼 丧生 新华社 利雅得 电 记者 王波 沙特阿拉伯 识破导 国 军队 承认 战斗机 也做法 误发射 导致 丧生 场 葬礼 受害 沙特 识破导 国 军队 承认 误发射 也做法 葬礼',军事
' 小伙伴 惊 呆 美国 别墅 价格',历史
' 中国 环境 人工智能 研院 副 院长 研员 柴发合 本次 北京 重 污染 区域 传输 机动汽车 污染 京津冀 周边 地区 程度 重 污染 过程 详细 重 污染 过程 成因 未来 段 时间 空气 质量 本报 记者 邀请 中国 环境 人工智能 研院 副 院长 研员 柴发合 情况 做出 解读',时事
' 视频 上海 保 时 捷 培训 中心 藏 宝贝 好吃为人知 波 子 粉 朝圣 司机 自我 羞 痒 极驾客TopDriverL司机的自我羞痒的秒拍视频 秒 拍 录制',汽车
' 关晓彤 室友 呛网友 请问 位 同学 关晓彤 公众 人物 明星 故事 微博 晒 照片 艾 特 博 关注 数据 电影 学校 表演 科 学生 未来 条 路 想 天 涨 10万 粉 开心 捡 便宜 呛网友',电影
' 载入 史册 称为 白岩松三 问 后人 研 互联网 发展史 想 互联网 发展 早期 互联网 奇谈怪论 想 人类 新生事物 根深蒂固 恐惧 排斥 白岩松三 问 值得 驳 反问 句',科技
' 李光洙 RUNNINGMAN SBSNOW 更新 ins 李光洙 相关 老爷子 索 抱 咩',综艺娱乐
' 榴莲 真 爱',美食
' 尤 文 球迷 队长 布 冯 致敬 超人 有时候 名叫 克拉克 肯特 布 冯 永远 超级 英雄 鸡 球迷 队长 伊卡尔迪 致敬 丫 男人 配 队长 坨 粑 粑',体育
' 超级 军事 周 俄罗斯 特种部 教官 战 招 制 敌 训练',军事
' 烹 好吃 治 大国 烹 好吃 治 大国',历史
' 陆 专家 蔡 强硬 应 调整 对抗 著名 台湾 专家 严安林 蔡英文 未来 年 打算 答卷 两岸 关系 强硬 大陆 应 努力 政策 调整 两岸 对抗 详 头 条 里 编 等于 泄底 线 烧 高 香 对抗 陆 专家 蔡 强硬 应 调整 严',时事
' LCR 表哥 champion 臻品 秒 拍 视频 NAGARA 动 漫 改装 汽车 汽车 友 聚会 瞬间 日本 Japan 纳 加 拉 馃 弾 ChampionWorld 臻品 世界 anime AlfaRomeo Girls BIKE Mazda Subaru TOYOTA Nissan Evolution Mitsubishi Acura HONDA Infiniti Lexus hellaflush Motorcycle',汽车
' 远方 购 itunes1080p 去年 威尼斯 电影节 金狮 奖 忘 年 恋 同志 外皮 包裹 冷 冽 残酷 阶级 议题 此片 资源 画质 摄影 值得 玩味 洗 高 清 购 美 区 itunes 版 难 消 硬 字幕 中 字 奇遇 电影 字幕 组 调 轴 外 未 做 改动 感谢 记载 评',电影
' 新浪 邀请 参加 糖 酒 论坛 飞机 邻座 聊天 主办 搜 评价 白酒 酒类 电 商 行业 影响力',科技
' 黄子韬 真正男子汉 新片 花 大汗淋漓 黄子韬 真 爆',综艺娱乐
' 葱油拌 面 想 碗 慢 火 熬 制 葱油拌 煮 面 不错 味道 好吃城 女人 爱 美食',美食
' 潮 鞋 资讯 Air Jordan Space Jam 年 年 细节 变化 到来 灌 篮 Sneaker 迷 早已 迫不及待 发售 灌 篮 年 发售 变化',体育
' 体制 牛 强制 单位 作 训 部 负责人 问 假期 时间 做 期 培训 中国 战友 做 期 培训 想 学习 研 外军 技术 战术 行 IKMF 负责人 时间 费用 谈 惊讶 牛 强制',军事
' 文保 旅 河南 原阳 玲珑 塔 全国 重点 文物 保护 单位 建 宋徽 宗崇宁 四年 公元 原 原 武 镇 善 护 寺 附属 建筑物 远 观 塔 十二 层 生疑 知 地下 层 深 埋 黄土地 中 原 塔 北面 塔 做法 早已 历史 风尘 湮灭 塔 檐 砖 砌 斗拱 露出 地面 塔 做法 设在 南面',历史
' 贪吃 社 成品 鱼汤 泛 奶 白色 汤 好吃 热 咕噜 口 肚 回味 股 甘甜 舌根 直 渗 舌尖 选取 花斑 鱼 颜值 稍 欠 滋味 妙 深海鱼 般 紧 实 肉质 佐 淡水鱼 好吃 甜味 负 秋 手 捧 碗 暖 暖 鱼汤 倚 顶楼 窗台 眺望 远处 白云 山 未来 干 碗',时事
' 市区 驾驶 换代 奥迪 Audi S5 双 做法 Coupe 排气 声浪 浪 小蜗牛 秒拍汽汽车 微博汽汽车',汽车
' 这部 片子 豆瓣 评分 中国 儿童 片 当年 部 片 哭 统统 审理 禽兽',电影
' 绝版 照片 味道 前 纽约 垂直 停汽车场 炫 酷 叼 发射 天 关心 汽车 停 刚刚 大学 毕业 希拉里 罗德姆 结婚 改 名叫 希拉里 克林顿 乔布斯 比尔盖茨 讨论 PC 未来 去世 张 照片 绝版 闷 骚 爱因斯坦 凉鞋 不错',科技
' 年 前 部 电影 蛇 观众 喜欢 书生气 浓郁 潘粤明 昨晚 北京卫视 跨 界 喜剧 王 潘粤明 遇 娘子 笑料 断 胎 黑山 姥姥 武松 乱 入 白面书生 跨 界 歌王 摇滚 青年 次 跨 界 喜剧 王 真 名副其实 潘 大胆 潘粤明 爆 笑 小品 讽刺 娱乐 圈 现状',综艺娱乐
' 成都 分享 蓝瘦香菇 版 太 魔 性 卧槽 好听 停 全球 热做法 搜罗 秒 拍 视频',美食
' 电 竞 FIFA Online Star League 职业 联比赛 第3 比赛季 上海 开幕 支 职业 俱乐部 位 选手 参加 本届 比赛事 争夺 高 达 百万 人民币 比比赛 奖金 FIFA Online Star League 职业 联比赛 国内 公认 第一 体育 电 竞比赛 事 举办 届 比赛事 长期 传统 体育 电子 体育 相 融合 规',体育
' 鈥 超级 军事 周 美军 飞机型号 分 空军 海军 两 互不 相干 系统 用途 代码 海 空军 通用 攻击机 轰发射机 运输机 战斗机 编号 方式 美国 空军 幽灵 Spectre 战斗机 美国 海军 F4H 鬼怪 Phantom 战斗机 码 事 统',军事
' 装 强制 说实话 体制 人士 浅薄 观点 感到 笑',历史
' 贡献 金 砖 智慧 携手 应对 挑战 厦做法 迎来 世界级 盛事 明年 厦做法市 举办 金砖国家 识破导人 第九 次 遇 习近平 中方 期待 各方 一道 落实 历届 遇 共识 深化 伙伴 关系 谱写 金砖国家 合作 新篇章 与会 识破导人 支持 中国 办 厦做法 遇 金砖国家',时事
' 知名 汽汽车 汽车 界 小不点儿 英国 品牌 Allard 生产 美 式 V8 引擎 英 制 底盘 汽车身 跑汽车 比赛汽车 二战 前 活跃 年代 著名 产品 J2 历史 中 推出 款 轮 Microcar Clipper 新兴 市场 尝试 Allard Powerdrive 合作 成立 Allard Clipper Company 塑料 汽车身 制开发 Hordern',汽车
' 年度 惊 悚 电影 屏住呼吸 高 清 中 字 位 小青年 潜入 位 盲人 家中 行 全身 退 发现 屋 主 善 类 全程 尿 点 难以 控制 神经 紧 绷 感 贯穿 全片 一刻 得以 喘息 线 口碑 恐怖 新片 屏住呼吸 don breathe',电影
' 完 亚马逊 全 自动化 仓库 惊 呆 世界 顶级 效率',科技
' 练 完 卡',综艺娱乐
' 浪漫 香 馒头 爱 TA TA 做 超高 颜值 玫瑰花 馒头 馒头 常见 玫瑰花 开发型 馒头 真 火龙 果 口味 颜值 高 味道 家 DIY 美食 北京 吃 货 学 学',美食
' 蔡赟 作客 BWF 世界 羽 联 想 问 留言 提问 机会 收到 蔡 队 回答 抓紧 时间',体育
' 朱日 场 对抗 完 事儿 剪 成 故事 东西 期 军事 纪实 玩意儿 军 朱日 重武器 少 期 城市 战 目测 期 弹幕 评论 中 键盘 CQB 专家 数量 指数 增多 问 炊事班 兄弟 碗 土豆 烧 牛肉 好吃 河马 帧 察 第34 期 舌尖 朱日和',军事
' 星星 料理 中 始终 放弃 芝麻 香油 Hyesung 申 彗星',历史
' 当心 事故 电动汽车 近日 小时 南京 成都 扬州 市 接连 发生 交通 事故 身亡 电动汽车 机动汽车 间 发生 碰撞 死者 电动汽车 骑手 乘客 摩托汽车 电动汽车 好好 遵守交通规则',时事
' 别克品牌 销量 超 11万 前 季度 销量 创 历史 新高 日前 上汽 通用 汽汽车 别克品牌 公布 销量 数据 官方 数据 显示 继 销量 突破 10万 别克品牌 销量 上扬 别克品牌 销量 超 11万 前 季度 销量 创 历史 新高',汽车
' 黑 处 确实 国产 电影 惊喜 审查 自我 审查 原因 电影 条 光明 字幕 选择 忽视 这部 电影 悲剧 结局 指向 性 电影 案件 肯定 答案 少女 性 懵懂 认知 探索 主线 之外 时代 队 性 压抑 导演 特意 聚焦 普通人 动作',电影
' jieba 源 码 解析 jieba 分词 Python 流行 中文 分词工具 理解 分词工具 工作 原理 细节 jieba 详细 阅读 正 午',科技
' 湖南卫视 黄子韬 真正男子汉 湖南卫视 广告 招商 尊 享 中 会上 曝光 组 真正男子汉 预告 片 热血 男儿 黄子韬 惧 挑战 吃苦 周五 期待 音乐才子 SwaggyT ao 华丽 转身 云霄 图 一直风和日丽的风和君',综艺娱乐
' 酸奶 芒果 层 试试 平底锅 耐心 做 成功 酸奶 奶油 口感 清爽 热量 低 饼 皮 奶 香 浓 超Q 弹 写 做 层 蛋糕 秘诀 牛奶 爱 丽 丝',美食
' 宁泽涛 小伙伴 宁泽涛 视 源 小米fan粒粒',体育
' 超级 军事 周 美国 巴尔的摩 DDG 朱姆 沃尔特 号 入 役 仪式 小时 直直播 地址 直直播 地址',军事
' 茅海建 张 库 大道 西伯利亚 武器路 茅海建 张 库 大道 西伯利亚 武器路',历史
' 成都 身边 事 媒体 调查 成都 妻子 卖 奶 富余 200ml 奶 俗话说 金 水 银 水 妻子 奶水 提倡 母乳 喂养 妻子 孩子 喝 母乳 拼 洪荒 力 工作 压力 生活 节奏 原因 导致 妻子 奶水 少 宝宝 母乳 喂养 率 偏 低 保证 宝宝 口粮 网 购 母',时事
' 恐怖 摩托汽车 追 尾 司机 掉 立交桥',汽车
' 天 想 拍 电影 远离 做 自由 摄影师 天南海北 不错 办 办 影展 出版 图文并茂 游记 养活 值得 憧憬 日子',电影
' 马云 钱 时 吸引 优秀 改编 战略 曾鸣 阿里巴巴 年 经验 帮 战略 思考 做 次 梳理 作者 曾鸣',科技
' 烂 片 艺人 耍 牌 演员 片酬 太 高 故事 胡乱 拼凑 昨晚 跨 界 喜剧 王 潘 大胆 潘粤明 大胆 跨 界 演 小品 讽刺 娱乐 圈 拍戏 乱 象 不论是 摇滚 演 喜剧 潘粤明 数据手拈来 潘粤明 爆 笑 小品 讽刺 娱乐 圈 现状',综艺娱乐
' 干 杯 牛奶 顺便 杯子 吃',美食
' 冠军 旗帜',体育
' 国 军队 承认 误发射 也做法 葬礼 受害者 予以赔偿 新华社 电 沙特阿拉伯 识破导 国 军队 承认 战斗机 也做法 误发射 导致 丧生 场 葬礼 受害者 家庭 予以赔偿 国 军队 承认 误发射 也做法 葬礼 受害者 予以赔偿',军事
' 朱德 孙子 毙 邓 批 朱德 夫人 批 严打 真 武器面无私 朱德 孙子 朱国华 流氓罪 枪毙 天津市 和平区 睦 南 道 号 奸污 女性 称 淫 窟 朱德 孙子 毙 邓 批 朱德 夫人 批',历史
' 重庆 身边 事 重 医 停电 昨晚 重庆 医科 大学 停电 维修 学校 状态 贴 面 膜 强制 黑 死 学 医 妹子 真 hold 住 妹子 学 医 不好',时事
' GMC 豪华 房 汽车 汽车 国内 见到 油耗 真 低',汽车
' 推荐 部 十 分钟 高潮 电影 部 部 跌宕起伏 完 直 呼 过瘾',电影
' 语言 墙 国内 国际 互联网 之间 确实 层 厚厚的 透 膜 泰王 驾崩 新闻 天 国内 疯 年 前 视频',科技
' 金钟国 金钟 国 听见 雨 声 充满 负担 眼神 ins sbsnow',综艺娱乐
' 饭 吃法 合辑 整理 做 配 米饭 菜谱 一不小心 吃 碗 饭 慎点',美食
' 上月 底 接受 完 膝盖 手术 米尔萨普 终于 季 前 比赛 中 复出 篮板 助攻 数据 米 神',体育
' 超级 军事 周 日本 海军 航空兵 诞生 早期 发展 简史 第五 章 流血 苦练 作者 指文军鉴 快马浊酒 日本 海军 航空兵 诞生 早期 发展 简史 第五 章 流',军事
' 邓小平 句 惊 世界 百 国人 叹服 邓小平 句 惊 世界 百 国人 叹服',历史
' 工人 施工 时 坡 滑 意外 发现 座 古墓 夏邑县 疑似 发现 座 古墓 村民 称 乡里 建 深 曰 米 垃圾 中转站 工人 修缮 坡 时 意外 坡 滑 手 找到 块 青 砖 名 工人 好奇 挖 段 意外 发现 面 青 砖墙 负责 现场 施工 队长 选择 报警 觉悟',时事
' 汽汽车 功能 伪 科技 黑 科技 汽汽车 功能 伪 科技 黑 科技',汽车
' 周星驰 电影 剪辑 音乐 响起 感动 回忆',电影
' 听说 双 十一 到来 秀恩爱 高峰期 提前 波 福利 单身 朋友 对抗 世界 伤害',科技
' 湖南卫视 直播 剧 资源 期待 部 R2017 年 湖南卫视 直播 剧 期待 部 范冰冰 赢 天下 胡歌 猎场 郑爽 陈学冬 白敬亭 夏至 未 钟汉良 杨颖 孤 芳 赏 钟汉良 马天宇 孙怡 凉 生 可不可以 忧伤 刘诗诗 佟大为 爱',综艺娱乐
' 酸奶 层 蛋糕 酸奶 奶油 吃 教程 真 简单 烘焙 技巧 做 烘焙 工具 平底锅 牛奶 爱 丽 丝 后台 抽 乳 清 过滤器 酸奶 变 奶酪 醇厚',美食
' 孙继海 高 指导 承担 届 国家队 比比赛 中 水平 承担 责任 输 乌兹别克 辞职 真的 男人 直直播 平台 项目 平台 产品 炒作 想 中国 足坛 掀起 浪 性格 想 实话 孙继海 炒作 高 洪波 男人',体育
' 韩 美军 演 美 驱逐舰 指 黄海 展示 舰载 机 起降 训练 日 媒 报道 驻 韩 美军 媒体 展示 部署 美国 海军 横须贺 基地 位于 日本 神 川 县 横须贺 市 罗纳德 銉 焕 锔 焙 藕 硕 侥 冈 诨 坪 Ｉ 好吃 凳 慕 鼗 鸾 笛 盗 韩 美军 演 美 驱逐舰 指 黄海 展示 舰载 机 起降 训练',军事
' 抗美援朝 中国 输 赢 志呼吁军 哭 年 前 中国 印度 喜玛拉雅 山 交火 时 前 美国 远东 军 司令 麦克阿瑟 想 中国 陆军 打仗 病 抗美援朝 中国 输 赢 志呼吁军 哭',历史
' 包头 身边 事 尾 羊 登陆 欧洲 位于 意大利 米兰 唐人青铜路 尾 羊 分店 正式 开业 标志 尾 羊 正式 登陆 欧洲 企业 国际化 步伐 迈出 步 尾 羊 成立 十五 年 尾 羊 足迹 遍布 迪拜 美国 澳大利亚 日本 英国 意大利 国 开拓 家 尾 羊 餐饮 连锁店',时事
' A6L 混 动 版 广州 汽车 展 上市 2L 100km 凤凰 汽汽车 讯 日前 国内 媒体 报道 称 奥迪 A6Le tron 开幕 广州 汽车 展 正式 上市 销售 OA6L 混 动 版 广州 汽车 展 上市 2L 100km',汽车
' 今晚 分 北京朝阳 剧场 FIRST 电影 馆 号 厅 FIRST青年电影展 双料 大奖 片 喜 丧 版 成 绝版 后期 重 修 阶段 且珍惜 速 速 搬 板凳 坐等 电影 导演 张涛',电影
' 第十一 届 金鹰节 颁奖 晚会 胡歌 金鹰 奖 视 帝 猎场 电影 继 飞天奖 视 帝 提名 白玉兰 视 帝 胡歌 斩 获 金鹰 奖 视 帝 金鹰节 视 帝 实至名归 胡歌 金鹰 奖 观众 喜欢 男 演员 大奖 仙 剑奇侠 姥姥 郑佩佩 担任 开 奖 嘉宾 芒果 娱乐 秒 拍 视频 北京 全球 民族 大学',科技
' 宋仲基 段 视频 时不时 放出 来回 回 太 可爱 血 槽 空 撩 妹 撒娇 把持 不住 现场 妹 纸 坐 住 娱 神',综艺娱乐
